"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Myanmar","MMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","2717.247","2592.569","2882.262","2636.573","2860.26","2728.248","2808.922","3619.329","2929.933","3215.959","4616.753","5104.464","4899.112","4110.707","4675.425","4587.417","4899.112","5174.137","5155.802","5100.797","5526.169","5639.846","5599.509","5775.525","6571.264","6710.61","6791.284","4976.119","4118.041","4462.739","4275.722","4180.38","4888.111","5342.819","6244.901","6959.966","7256.993","7499.015","8078.401","8969.482","10087.917","8723.793","9207.837","9845.895","12434.797","11613.389","12610.813","12636.482","9028.154","10392.278","8995.151","","","",
"Middle East & North Africa (developing only)","MNA","CO2 emissions (kt)","EN.ATM.CO2E.KT","84171.2161858162","84607.8307503998","87748.5203914381","95963.4784595276","108306.095226412","127586.847637225","151611.655779186","154231.343166687","196428.856673207","200075.872447964","210950.877233054","224643.697023189","235041.727914196","272032.887915303","280823.883686247","286811.740571964","340478.641716201","354046.714487883","376647.939007504","392762.318567597","366249.908116496","340588.712614836","365303.29838824","407442.107415488","440213.882968938","459087.373054804","469474.396855948","499197.208517222","536914.836449317","552856.77160155","559376.637830668","592287.836522389","615791.642410813","644960.43054896","689333.678818489","717225.644532476","724945.28355671","715813.068","800656.447","867150.158","873090.698","899529.768","903900.832","967567.286","1026477.641","1090279.774","1128724.602","1154155.247","1241675.536","1278576.557","1277890.828","","","",
"Montenegro","MNE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2057.187","2383.55","2251.538","2750.25","1822.499","2581.568","","","",
"Mongolia","MNG","CO2 emissions (kt)","EN.ATM.CO2E.KT","1294.451","1393.46","1972.846","1602.479","2046.186","1958.178","1954.511","2152.529","2482.559","2684.244","2849.259","3036.276","3281.965","3479.983","3751.341","4066.703","4404.067","4972.452","5782.859","6299.906","6879.292","6644.604","6761.948","6996.636","6450.253","9028.154","9673.546","10586.629","11595.054","10568.294","10043.913","12207.443","11078.007","9314.18","7961.057","7924.387","8041.731","7711.701","7708.034","7554.02","7506.349","7884.05","8287.42","8034.397","8551.444","8646.786","9497.53","10091.584","10029.245","11052.338","11510.713","","","",
"Northern Mariana Islands","MNP","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","CO2 emissions (kt)","EN.ATM.CO2E.KT","1884.838","2632.906","1987.514","1661.151","2141.528","2005.849","2126.86","1873.837","2779.586","3241.628","2984.938","3615.662","3300.3","3564.324","3149.953","2885.929","2559.566","2713.58","2874.928","2643.907","3208.625","2489.893","2541.231","1976.513","1536.473","1147.771","982.756","982.756","1012.092","1041.428","1001.091","1026.76","1001.091","1078.098","1070.764","1111.101","1041.428","1125.769","1133.103","1188.108","1349.456","1580.477","1587.811","1917.841","1921.508","1822.499","1980.18","2390.884","2339.546","2574.234","2882.262","","","",
"Mauritania","MRT","CO2 emissions (kt)","EN.ATM.CO2E.KT","36.67","47.671","62.339","88.008","117.344","161.348","179.683","198.018","234.688","275.025","429.039","399.703","447.374","469.376","484.044","509.713","517.047","557.384","583.053","605.055","630.724","663.727","883.747","935.085","865.412","656.393","374.034","3285.632","3230.627","2849.259","2665.909","2750.25","2944.601","2962.936","3124.284","2984.938","2999.606","2999.606","1111.101","1199.109","1235.779","1349.456","1433.797","1474.134","1631.815","1675.819","1675.819","1914.174","2020.517","2211.201","2214.868","","","",
"Mauritius","MUS","CO2 emissions (kt)","EN.ATM.CO2E.KT","179.683","187.017","253.023","209.019","308.028","304.361","275.025","498.712","638.058","572.052","498.712","396.036","689.396","678.395","693.063","590.387","619.723","641.725","630.724","660.06","590.387","542.716","502.379","597.721","627.057","707.731","799.406","931.418","854.411","1052.429","1463.133","1521.805","1708.822","1774.828","1624.481","1829.833","1950.844","1998.515","2196.533","2467.891","2768.585","2966.603","2981.271","3146.286","3193.957","3410.31","3777.01","3887.02","3953.026","3865.018","4118.041","","","",
"Malawi","MWI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","330.03","348.365","429.039","366.7","388.702","381.368","454.708","502.379","546.383","572.052","550.05","579.386","583.053","638.058","671.061","638.058","711.398","605.055","594.054","575.719","557.384","557.384","553.717","546.383","542.716","564.718","612.389","660.06","656.393","693.063","718.732","729.733","711.398","759.069","828.742","997.424","905.749","905.749","883.747","957.087","975.422","916.75","953.42","953.42","1155.105","1059.763","1239.446","","","",
"Malaysia","MYS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","14601.994","16677.516","17913.295","17513.592","19050.065","19446.101","23894.172","22610.722","23237.779","27278.813","27997.545","30824.802","30571.779","37971.785","34697.154","36237.294","39984.968","40762.372","42724.217","49882.201","56592.811","68591.235","75298.178","91722.671","94010.879","121132.011","125374.73","124821.013","114186.713","107934.478","126603.175","136716.761","135128.95","160266.235","167332.544","177372.79","170647.512","205307.996","213221.382","203881.533","216804.041","","","",
"North America","NAC","CO2 emissions (kt)","EN.ATM.CO2E.KT","3083748.982","3074863.841","3194551.054","3330490.411","3493998.274","3643256.175","3821399.035","3977818.587","4135118.219","4332347.814","4670617.563","4709608.774","4946342.96","5152241.343","4988902.162","4803931.348","5012888.009","5140921.314","5295364.353","5328506.699","5150154.82","4948282.803","4701281.017","4732542.192","4877484.034","4888767.393","4878822.489","5096759.633","5323655.258","5392239.159","5218812.061","5276266.617","5390251.645","5508167.697","5576524.244","5616424.871","5754406.747","5903151.268","5973774.021","6047601.732","6248538.664","6127590.003","6170636.916","6235359.466","6343785.322","6389908.848","6288369.618","6390015.191","6202202.452","5826243.277","5932670.618","","","",
"Namibia","NAM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.669","1015.759","1122.102","1151.438","1320.12","1631.815","1749.159","1796.83","1906.84","1664.818","1642.816","2016.85","1760.16","1873.837","1961.845","2310.21","2328.545","2409.219","3578.992","3182.956","3175.622","","","",
"New Caledonia","NCL","CO2 emissions (kt)","EN.ATM.CO2E.KT","861.745","887.414","564.718","619.723","1100.1","1232.112","1510.804","1474.134","1840.834","1558.475","2394.551","2420.22","1705.155","2599.903","2783.253","2530.23","2390.884","2141.528","1543.807","1642.816","2002.182","1393.46","1265.115","1155.105","1206.443","1455.799","1404.461","1459.466","1547.474","1694.154","1624.481","1789.496","1771.161","1771.161","1723.49","1730.824","1763.827","1826.166","1804.164","2035.185","2299.209","1906.84","2427.554","2750.25","2552.232","2838.258","2779.586","2944.601","3281.965","2849.259","3920.023","","","",
"Niger","NER","CO2 emissions (kt)","EN.ATM.CO2E.KT","29.336","55.005","66.006","88.008","95.342","91.675","135.679","132.012","161.348","190.684","216.353","231.021","253.023","330.03","289.693","333.697","333.697","366.7","418.038","480.377","572.052","685.729","748.068","964.421","993.757","997.424","902.082","1001.091","990.09","1041.428","832.409","821.408","784.738","880.08","872.746","920.417","1015.759","1012.092","1074.431","1059.763","795.739","759.069","814.074","880.08","964.421","828.742","806.74","821.408","916.75","1085.432","1411.795","","","",
"Nigeria","NGA","CO2 emissions (kt)","EN.ATM.CO2E.KT","3406.643","4114.374","4180.38","5350.153","7275.328","11763.736","12907.84","12838.167","6633.603","12112.101","21539.958","32280.601","41426.099","49577.84","62291.329","47395.975","55247.022","50567.93","48294.39","70289.056","68154.862","65958.329","65602.63","59929.781","69625.329","69893.02","73505.015","59343.061","70747.431","42441.858","45375.458","45247.113","64883.898","60061.793","46658.908","34917.174","40421.341","40190.32","40182.986","44788.738","79181.531","83350.91","98125.253","93138.133","97047.155","104696.517","98513.955","95209.988","92621.086","71719.186","78910.173","","","",
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","531.715","561.051","660.06","843.41","949.753","781.071","960.754","1081.765","1232.112","1287.117","1404.461","1507.137","1606.146","1829.833","1950.844","1928.842","2225.869","2838.258","2632.906","1712.489","2027.851","2141.528","2115.859","2002.182","1851.835","1991.181","2262.539","2438.555","2247.871","1477.801","2548.565","2005.849","2394.551","2302.876","2541.231","2779.586","2874.928","3142.619","3421.311","3626.663","3762.342","3964.027","4037.367","4411.401","4426.069","4319.726","4466.406","4594.751","4385.732","4495.742","4547.08","","","",
"Netherlands","NLD","CO2 emissions (kt)","EN.ATM.CO2E.KT","73505.015","75888.565","83358.244","91227.626","96867.472","100497.802","103655.089","106783.04","113552.322","115910.203","141934.902","140875.139","157794.677","165645.724","160445.918","153020.243","169683.091","164277.933","170548.503","187812.739","177508.469","164956.328","134322.21","138256.901","145055.519","147948.782","145095.856","152569.202","146914.688","163100.826","163482.194","164083.582","160339.575","165656.725","165807.072","166045.427","179085.279","171395.58","168406.975","163027.486","165363.365","167273.872","172363.668","175040.578","176903.414","172227.989","167200.532","171765.947","173845.136","169650.088","182077.551","","","",
"High income: nonOECD","NOC","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3002939.39977117","2888993.12850961","2664273.49330232","2534088.95359028","2507619.54927549","2428394.35727711","2418366.33461103","2456583.395897","2601410.15822611","2591881.63022515","2619578.80005268","2718802.84333758","2815525.60036053","2854657.76637648","2984530.19224311","2996224.46810503","3076845.19481664","2932247.20867002","3190424.94355317","","","",
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","13102.191","13351.547","14077.613","14983.362","16189.805","16409.825","19563.445","19328.757","21140.255","22222.02","28012.213","27198.139","29427.675","30524.108","27693.184","29666.03","29218.656","31202.503","32559.293","33296.36","35034.518","33234.021","32856.32","30091.402","33098.342","34880.504","33644.725","35133.527","33450.374","37286.056","31363.851","32023.911","29600.024","32196.26","29247.992","34906.173","33179.016","34132.436","36471.982","41022.729","38807.861","41092.402","37429.069","42625.208","42665.545","42438.191","44257.023","45089.432","50325.908","47076.946","57186.865","","","",
"Nepal","NPL","CO2 emissions (kt)","EN.ATM.CO2E.KT","80.674","80.674","88.008","99.009","150.347","179.683","190.684","212.686","253.023","399.703","227.354","198.018","267.691","421.705","425.372","352.032","282.359","337.364","330.03","513.38","542.716","454.708","443.707","495.045","704.064","678.395","704.064","872.746","993.757","913.083","634.391","960.754","1331.121","1466.8","1697.821","2035.185","2486.226","2783.253","2251.538","3219.626","3234.294","3454.314","2709.913","2951.935","2768.585","3241.628","2662.242","2698.912","3047.277","3505.652","3755.008","","","",
"New Zealand","NZL","CO2 emissions (kt)","EN.ATM.CO2E.KT","11543.716","11767.403","11210.019","12229.445","13105.858","13699.912","14015.274","13641.24","13487.226","14271.964","14194.957","15060.369","16197.139","18202.988","18756.705","18261.66","19237.082","20300.512","18008.637","16475.831","17458.587","16527.169","18239.658","17964.633","19295.754","21803.982","22893.081","24110.525","25397.642","25404.976","23663.151","24176.531","25129.951","26904.779","26387.732","27146.801","28767.615","30971.482","29952.056","32716.974","32896.657","34510.137","33201.018","33938.085","34759.493","33919.75","33553.05","33648.392","34264.448","32324.605","31550.868","","","",
"High income: OECD","OEC","CO2 emissions (kt)","EN.ATM.CO2E.KT","5615630.2283304","5727311.92167636","5983560.7055431","6313283.31723681","6618827.41799996","6907650.19981587","7216275.51396993","7527732.10266271","7927830.93935954","8409922.01164891","9119498.41301219","9275046.42359634","9726054.93633322","10204544.4307361","9958961.07034885","9630352.9400944","10111751.5588425","10293051.4659185","10539130.6066519","10810056.1277079","10523794.1947873","10084905.6677025","9697275.09210744","9659161.4658278","9908706.97162602","10001061.4261888","9981914.47116787","10295489.3940669","10654946.5344546","10913493.9362898","10759929.0470902","10925462.3196872","11023302.694","11094112.464","11228999.392","11383464.433","11719776.004","11829389.968","11825249.925","11861996.932","12155404.603","12093102.273","12149467.73","12326323.473","12492926.284","12486281.68","12408082.905","12512291.711","12242543.524","11493914.473","11799327.902","","","",
"OECD members","OED","CO2 emissions (kt)","EN.ATM.CO2E.KT","5724123.59464633","5842235.10745978","6101921.51382775","6440184.57369172","6763729.02792237","7051984.68791584","7370345.84581049","7689257.11770307","8097168.68462268","8590017.85282169","9321490.17364596","9494674.21002932","9956985.93896582","10456302.0028293","10226953.3647172","9917161.76043465","10431832.117218","10634086.6222027","10912676.5755067","11198328.3625767","10945190.3502433","10530868.9365182","10176114.6814721","10115345.4218348","10370361.9715981","10481154.93078","10477287.8331205","10818839.3522165","11165150.3761242","11495226.9247153","11282430.605563","11463911.1760187","11563583.806","11643696.755","11791902.227","11943532.677","12311486.791","12448108.21","12460044.295","12500975.349","12810308.801","12739462.361","12802490.757","13009536.911","13186429.324","13216612.401","13168684.711","13308654.101","13053918.612","12266672.384","12591586.919","","","",
"Oman","OMN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","11.001","25.669","29.336","135.679","161.348","234.688","234.688","2093.857","2090.19","2112.192","2335.879","7256.993","8327.757","8507.44","7796.042","7722.702","6046.883","6017.547","5735.188","7532.018","8060.066","8661.454","9875.231","9464.527","10586.629","10065.915","11386.035","11771.07","12079.098","13457.89","15306.058","15896.445","15104.373","15485.741","16560.172","20707.549","21895.657","20285.844","25470.982","32390.611","27986.544","29893.384","39603.6","44587.053","41066.733","40263.66","57201.533","","","",
"Other small states","OSS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","5043.79286017864","8000.06275565123","8202.48922495606","8227.79253361916","9142.9288636014","10133.975119573","11913.6411622112","11458.1816062754","11222.0173920864","10960.5498692343","11061.7631038868","9720.68774474227","10538.8280581826","11365.402807844","10146.6267739045","9627.90894631089","10007.4585762574","12170.8914669528","12057.0265779688","9482.39284952608","12014.9573993995","13377.9987850457","13878.6220100206","15275.3187385223","14736.8332528349","16524.7733420312","15144.9042849574","15359.4570956609","16049.3916241979","20777.9672953901","22973.9784167089","23566.5860343606","23875.4097224326","24593.216132546","25603.0088618804","26205.0739608799","27477.4238232049","24041.3173087822","28761.2019777065","","","",
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","14154.62","14656.999","16105.464","18514.683","19035.397","19974.149","20326.181","21572.961","24737.582","23993.181","24337.879","23076.431","18929.054","20036.488","21418.947","23219.444","22838.076","24389.217","26138.376","28250.568","32067.915","34400.127","37385.065","40303.997","42856.229","47175.955","49453.162","53534.533","58213.625","60956.541","68565.566","68242.87","72789.95","78008.091","84839.712","84484.013","94447.252","94711.276","97663.211","100384.125","106449.343","108282.843","114084.037","118895.141","131601.296","136636.087","146074.945","158894.777","156676.242","157890.019","161395.671","","","",
"Panama","PAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","997.424","1103.767","1191.775","1184.441","1243.113","1529.139","1657.484","1697.821","2020.517","2053.52","2203.867","2603.57","2801.588","3241.628","3021.608","3663.333","3611.995","3461.648","2841.925","3193.957","3124.284","3340.637","3292.966","3494.651","2882.262","2629.239","2753.917","3201.291","2929.933","2522.896","2768.585","3245.295","4246.386","3942.025","4338.061","2984.938","4624.087","5647.18","5947.874","5669.182","5790.193","7007.637","5870.867","6153.226","5804.861","6838.955","7370.67","7124.981","7576.022","8635.785","9633.209","","","",
"Peru","PER","CO2 emissions (kt)","EN.ATM.CO2E.KT","8173.743","8643.119","9970.573","10234.597","12266.115","11965.421","13256.205","13655.908","14502.985","15302.391","17784.95","18613.692","18173.652","19757.796","21360.275","21965.33","22442.04","23340.455","22460.375","22273.358","24121.526","24103.191","23670.485","20450.859","20692.881","19512.107","21847.986","25782.677","25107.949","21840.652","21169.591","20417.856","20388.52","23556.808","23230.445","23883.171","24363.548","27407.158","27806.861","29358.002","30296.754","27165.136","27187.138","26380.398","31895.566","37135.709","35063.854","43208.261","41279.419","47355.638","57579.234","","","",
"Philippines","PHL","CO2 emissions (kt)","EN.ATM.CO2E.KT","8335.091","8723.793","10348.274","11485.044","12838.167","13982.271","16123.799","18232.324","22251.356","22860.078","24781.586","27586.841","26442.737","31543.534","30531.442","32526.29","35129.86","36754.341","37476.74","38136.8","37000.03","34664.151","34997.848","35415.886","30993.484","28048.883","29207.655","32683.971","37729.763","39141.558","41763.463","43930.66","48752.765","49482.498","54799.648","60710.852","62162.984","71158.135","69240.294","69159.62","73306.997","71051.792","71337.818","71532.169","74066.066","74832.469","67692.82","69669.333","75943.57","74784.798","81590.75","","","",
"Palau","PLW","CO2 emissions (kt)","EN.ATM.CO2E.KT","14.668","51.338","51.338","55.005","58.672","66.006","66.006","73.34","77.007","132.012","135.679","165.015","172.349","176.016","194.351","194.351","113.677","183.35","110.01","124.678","157.681","157.681","157.681","157.681","157.681","161.348","161.348","161.348","183.35","227.354","234.688","234.688","113.677","110.01","110.01","113.677","117.344","117.344","117.344","117.344","117.344","183.35","183.35","190.684","187.017","190.684","201.685","209.019","209.019","209.019","216.353","","","",
"Papua New Guinea","PNG","CO2 emissions (kt)","EN.ATM.CO2E.KT","179.683","201.685","198.018","256.69","267.691","304.361","341.031","436.373","502.379","557.384","693.063","825.075","1268.782","1345.789","1587.811","1532.806","1573.143","1580.477","1675.819","1796.83","1829.833","1932.509","1947.177","2009.516","2046.186","2126.86","2064.521","2335.879","2200.2","2035.185","2141.528","2064.521","2053.52","1994.848","2181.865","2038.852","2163.53","2555.899","2838.258","2464.224","2687.911","3230.627","3512.986","3967.694","4481.074","4613.086","4594.751","4902.779","3476.316","3333.303","3135.285","","","",
"Poland","POL","CO2 emissions (kt)","EN.ATM.CO2E.KT","199767.159","207434.856","216815.042","231219.018","243114.766","247221.806","252678.302","259282.569","276073.762","293653.36","304441.674","313246.141","329952.993","336128.221","346876.198","375559.472","399035.606","419024.423","432056.941","442489.556","464575.897","410062.275","422211.046","422339.391","433894.108","445899.866","453369.545","465353.301","445976.873","423787.856","366773.34","361591.869","357283.144","352519.711","336161.224","346813.859","358823.284","351049.244","326935.052","317133.161","301691.424","302806.192","296931.658","304856.045","304988.057","303598.264","320004.422","315637.025","316124.736","298787.16","317254.172","","","",
"Puerto Rico","PRI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. Rep.","PRK","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","118737.46","120875.321","125011.697","125404.066","128062.641","137299.814","147805.769","158443.736","172187.652","192807.193","220856.076","234420.309","244834.589","251145.496","255413.884","262139.162","259641.935","259348.575","256682.666","234688","64927.902","71095.796","76698.972","79474.891","76108.585","77777.07","79482.225","83013.546","84557.353","70369.73","78081.431","74685.789","71623.844","","","",
"Portugal","PRT","CO2 emissions (kt)","EN.ATM.CO2E.KT","8225.081","9090.493","9303.179","10025.578","11023.002","11598.721","11851.744","12409.128","13010.516","14612.995","15258.387","16406.158","18349.668","20003.485","20714.883","21356.608","22423.705","22728.066","22742.734","25030.942","26985.453","27227.475","29255.326","30179.41","29064.642","27407.158","30520.441","31536.2","32925.993","41209.746","42196.169","43934.327","48195.381","46812.922","47568.324","51924.72","50732.945","53233.839","58055.944","64689.547","62966.057","62863.381","66820.074","61275.57","63175.076","65309.27","59108.373","60864.866","58356.638","57410.552","52361.093","","","",
"Paraguay","PRY","CO2 emissions (kt)","EN.ATM.CO2E.KT","304.361","363.033","392.369","410.704","432.706","550.05","513.38","487.711","590.387","520.714","744.401","634.391","715.065","869.079","953.42","839.743","1056.096","1184.441","1488.802","1367.791","1532.806","1444.798","1404.461","1455.799","1543.807","1606.146","1749.159","1976.513","2255.205","2343.213","2262.539","2233.203","2621.905","2951.935","3498.318","3964.027","3751.341","4195.048","4503.076","4503.076","3689.002","3821.014","3898.021","4070.37","4088.705","3832.015","3986.029","4136.376","4352.729","4517.744","5075.128","","","",
"Pacific island small states","PSS","CO2 emissions (kt)","EN.ATM.CO2E.KT","309.353564105099","332.439650978614","413.303349865304","433.366619276241","678.138506089674","585.847466799363","589.860120681551","666.100544443112","710.239737147173","762.40423761561","890.809161845607","991.125508900293","1043.29000936873","1123.54308701248","1183.73289524529","1155.64431806998","890.809161845607","1328.18843500404","1211.8214724206","1420.47947429435","1408.44151264778","1757.54240039809","1480.66928252716","1372.3276277081","1227.87208794935","1308.1251655931","1267.99862677122","1135.58104865904","1276.0239345356","1416.46682041216","1649.20074557903","1513.06389158076","1439.1610279817","1497.50539398096","1551.96013558027","1633.64224797923","1699.76586277839","1532.51201358051","1502.96961331872","1661.76001472586","1746.69441547851","2141.82401897999","1850.09281639479","1923.94881704927","2175.05921927451","2385.54882113979","2404.01282130341","2285.84322025624","2167.67361920906","1960.87681737651","2429.86242153248","","","",
"French Polynesia","PYF","CO2 emissions (kt)","EN.ATM.CO2E.KT","36.67","58.672","47.671","66.006","66.006","84.341","121.011","139.346","154.014","161.348","194.351","227.354","216.353","209.019","216.353","212.686","264.024","275.025","311.695","282.359","293.36","330.03","337.364","421.705","458.375","586.72","605.055","608.722","572.052","608.722","630.724","638.058","645.392","616.056","539.049","572.052","579.386","597.721","594.054","583.053","630.724","737.067","737.067","799.406","788.405","850.744","850.744","843.41","869.079","872.746","883.747","","","",
"Qatar","QAT","CO2 emissions (kt)","EN.ATM.CO2E.KT","176.016","161.348","190.684","6138.558","6274.237","6292.572","6277.904","6688.608","7080.977","7172.652","7568.688","9152.832","10784.647","12467.8","10487.62","10956.996","10384.944","9926.569","10531.624","14359.972","13098.524","12860.169","12354.123","11268.691","12332.121","12405.461","13296.542","11499.712","11928.751","14326.969","11774.737","17674.94","26802.103","30722.126","30223.414","30824.802","31825.893","36288.632","32401.612","31407.855","34730.157","30362.76","28481.589","36156.62","44392.702","51880.716","56735.824","67241.779","67997.181","66119.677","70531.078","","","",
"Romania","ROU","CO2 emissions (kt)","EN.ATM.CO2E.KT","53450.192","55775.07","63879.14","69529.987","72115.222","78723.156","84183.319","92129.708","100189.774","111649.149","120112.585","125829.438","132422.704","144960.177","150944.721","162257.416","174765.553","178399.55","193903.626","196074.49","196617.206","198153.679","195773.796","200562.898","189272.205","194343.666","202147.042","212165.286","212777.675","214141.799","158861.774","137530.835","123262.538","120699.305","115415.158","127101.887","126691.183","114447.07","102232.293","89639.815","89984.513","95672.03","92173.712","95939.721","95400.672","95675.697","102595.326","100959.844","94645.27","80307.3","78745.158","","","",
"Russian Federation","RUS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2139720.169","1963938.857","1722554.915","1662526.125","1631906.675","1559237.736","1526744.449","1538834.548","1558111.967","1558012.958","1557664.593","1604972.56","1602963.044","1615687.534","1669618.103","1667597.586","1715638.953","1574367.778","1740776.238","","","",
"Rwanda","RWA","CO2 emissions (kt)","EN.ATM.CO2E.KT","106.343","139.346","84.341","84.341","36.67","47.671","44.004","40.337","55.005","58.672","58.672","62.339","66.006","69.673","73.34","176.016","267.691","267.691","289.693","297.027","495.045","601.388","608.722","696.73","634.391","616.056","597.721","616.056","696.73","689.396","682.062","630.724","638.058","641.725","619.723","612.389","630.724","652.726","641.725","671.061","685.729","689.396","689.396","682.062","689.396","528.048","528.048","557.384","542.716","575.719","594.054","","","",
"South Asia","SAS","CO2 emissions (kt)","EN.ATM.CO2E.KT","139488.507122162","150117.372136511","165281.269160833","178495.734869958","175459.979234078","192550.98584098","198886.637615372","201137.412320896","219943.47205052","223581.914467052","228247.156583956","237622.131476652","245538.653","254592.476","263279.599","285607.962","297195.682","351470.949","356080.368","373392.275","393978.813","423641.176","451444.37","488763.429","506497.041","556045.545","594307.023","635098.731","685501.646","744628.354","782042.755","829911.773","882456.216","917861.101","977600.198","1036972.595","1131962.563","1175882.222","1205412.573","1283450","1336056.782","1359892.282","1389767.331","1449862.127","1536428.996","1602313.985","1715594.949","1837222.005","2034697.289","2216796.842","2252623.432","","","",
"Saudi Arabia","SAU","CO2 emissions (kt)","EN.ATM.CO2E.KT","2676.91","3571.658","6255.902","6945.298","7047.974","4220.717","6413.583","25507.652","29104.979","35302.209","45291.117","59808.77","70344.061","95136.648","98788.98","83336.242","101550.231","118176.409","115132.799","138135.89","169404.399","175491.619","158091.704","161050.973","155715.488","172653.361","204878.957","190706.002","202554.079","203738.52","217948.145","267768.007","285534.622","313818.193","309018.09","236253.809","258750.854","216239.323","207680.545","226459.252","296935.325","297214.017","326407.004","327272.416","395834.315","397642.146","432739.003","393535.106","418239.685","431026.514","464480.555","","","",
"Southern Cone Extended","SCE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","1360.457","1386.126","1485.135","1679.486","1859.169","2427.554","2643.907","3186.623","3105.949","4184.047","4855.108","4983.453","5379.489","5427.16","5683.85","4239.052","3755.008","3806.346","3439.646","3571.658","3747.674","3641.331","3828.348","3909.022","3505.652","4074.037","4250.053","3351.638","4847.774","3758.675","5559.172","5386.823","4756.099","2907.931","4444.404","4602.085","4268.388","5419.826","4697.427","5093.463","5533.503","6369.579","8118.738","9072.158","11382.368","10707.64","11503.379","12541.14","12588.811","14055.611","14172.955","","","",
"Senegal","SEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","828.742","814.074","814.074","861.745","924.084","1694.154","1719.823","700.397","","491.378","1309.119","1353.123","1455.799","1551.141","1851.835","2581.568","1774.828","2244.204","2629.239","2900.597","3351.638","3296.633","3054.611","2632.906","3307.634","2676.91","2662.242","2453.223","2742.916","3696.336","3182.956","3424.978","3479.983","3593.66","3901.688","3494.651","3740.34","3263.63","3428.645","3700.003","3938.358","4330.727","4547.08","5012.789","5280.48","5859.866","4789.102","5335.485","5441.828","5848.865","7058.975","","","",
"Singapore","SGP","CO2 emissions (kt)","EN.ATM.CO2E.KT","1393.46","2093.857","2577.901","3399.309","3703.67","2530.23","674.728","3058.278","5419.826","7205.655","18210.322","16593.175","22240.355","21220.929","21968.997","24543.231","30036.397","28309.24","33164.348","36123.617","31433.524","26849.774","29750.371","34997.848","33402.703","33417.371","35027.184","32599.63","36105.282","41888.141","46941.267","47425.311","50267.236","54627.299","65367.942","47109.949","55305.694","69240.294","57293.208","50069.218","49005.788","49541.17","47230.96","31132.83","28474.255","30359.093","30799.133","17865.624","19636.785","24766.918","13520.229","","","",
"Solomon Islands","SLB","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","14.668","14.668","14.668","18.335","25.669","25.669","33.003","36.67","36.67","40.337","47.671","55.005","66.006","66.006","58.672","62.339","80.674","62.339","110.01","102.676","135.679","121.011","143.013","143.013","150.347","154.014","161.348","157.681","161.348","161.348","161.348","161.348","157.681","154.014","161.348","161.348","161.348","161.348","165.015","165.015","172.349","172.349","179.683","179.683","179.683","179.683","198.018","198.018","198.018","201.685","","","",
"Sierra Leone","SLE","CO2 emissions (kt)","EN.ATM.CO2E.KT","715.065","289.693","326.363","370.367","304.361","282.359","300.694","253.023","385.035","1107.434","872.746","803.073","678.395","539.049","520.714","524.381","451.041","513.38","711.398","678.395","608.722","693.063","553.717","689.396","616.056","663.727","674.728","498.712","458.375","374.034","388.702","469.376","216.353","216.353","286.026","286.026","319.029","330.03","304.361","293.36","425.372","568.385","608.722","652.726","641.725","546.383","733.4","634.391","663.727","652.726","689.396","","","",
